Id,Sentiment
1275646269155876864,0
1275646269353070592,0.03333333333333330
1275646269608820737,-0.1388888888888890
1275646269583745025,-0.16666666666666700
1275646269634027522,0
1275646269529174028,0.05000000000000000
1275646269797654530,-0.32222222222222200
1275646269780897792,0
1275646269856284673,0
1275646269583695873,0
1275646269860589569,0
1275646269961244677,-0.6
1275646269998927878,-0.16666666666666700
1275646269680234496,0
1275646270053453830,0.175
1275646270313545729,0
1275646270376415238,0
1275646270384857088,0
1275646270443577348,-0.6
1275646270519074819,0
1275646270523269131,0
1275646270657486849,0.20378787878787900
1275646270762291205,-0.35714285714285700
1275646271005614084,0
1275646271202775042,0
1275646271240503297,0.08
1275646271324336128,-0.33809523809523800
1275646271429267457,0
1275646271399788545,-0.08333333333333330
1275646271722868738,0.2
1275646271752220672,0
1275646271672516610,0
1275646271819300865,0.25
1275646271701823488,0.13636363636363600
1275646271903207427,-0.6
1275646271961866241,0
1275646271987081217,-0.35714285714285700
1275646271966060545,0.16666666666666700
1275646271936770051,0
1275646272213585922,0
1275646272150659073,-0.1
1275646272301654017,-0.125
1275646272318439429,-0.2916666666666670
1275646272372908033,-0.08333333333333330
1275646272377171968,-0.1277777777777780
1275646272272314368,0
1275646272477761537,0.15555555555555600
1275646272540721154,0
1275646272645533698,0.020000000000000000
1275646272632995841,0
1275646272586817537,-0.4
1275646272674902017,0.25
1275646273773801479,0.7
1275646273828327424,0.25
1275646273979322371,0.4
1275646274189099008,0.40000000000000000
1275646274201583618,0
1275646274235174913,-0.8000000000000000
1275646274264588289,-0.07056878306878310
1275646274616918018,0.2
1275646274818265089,-0.35714285714285700
1275646274981765124,0
1275646274990112769,0.31363636363636400
1275646274994397184,0
1275646275053137920,0.4
1275646274990153731,0
1275646275187335168,0.13636363636363600
1275646275220799489,0
1275646275132809216,0
1275646274960793604,0
1275646275262853123,0.2
1275646275283804163,0.2
1275646275342475265,0
1275646275711631363,-0.3491071428571430
1275646276198191106,0.425
1275646276214939649,-0.75
1275646276252708866,-0.0625
1275646276273672192,0
1275646276281999360,0.2222222222222220
1275646276353343494,-0.6
1275646276428861440,-0.0625
1275646276760227847,0
1275646276781178881,0
1275646276764340233,0
1275646276735025154,0.16666666666666700
1275646277091569672,0.06818181818181820
1275646277028589572,-0.07777777777777780
1275646277263515649,0.016666666666666700
1275646277292822536,0.5
1275646277288681478,-0.075
1275646277322145793,-0.15555555555555600
1275646277246767105,0.08968253968253970
1275646277552934912,0
1275646277703925760,0.25
1275646278106525702,0
1275646278110756864,-0.14444444444444400
1275646278081417216,0.4928571428571430
1275646278093996033,-0.4
1275646278358183936,0
1275646278391803904,0.5
1275646278555361280,0.2681818181818180
1275646278400163841,0
1275646278681198600,0
1275646278513364998,0.25
1275646278748327938,0
1275646278811234306,0
1275646279050199047,0
1275646278953828352,0
1275646279054483459,0.16666666666666700
1275646279209684993,-0.35714285714285700
1275646279230664709,0
1275646279343841281,-1
1275646279469727744,0.7
1275646279410991107,1
1275646279654277122,-0.4000000000000000
1275646279503183873,-0.15625
1275646279624937472,0
1275646279813562370,0.20416666666666700
1275646279872282624,-0.019047619047619000
1275646279855624192,0
1275646279801061378,0.7
1275646280170188801,-0.08333333333333330
1275646280094679040,0.5
1275646280530878464,-0.125
1275646280484651008,-0.125
1275646280564441089,0.5
1275646280639885312,0
1275646280933523456,-0.2333333333333330
1275646281046786048,0
1275646281134809093,0
1275646281059307520,-0.3125
1275646281013235716,0.5681818181818180
1275646280610598913,-0.29
1275646281390718980,0.25
1275646281562587139,0
1275646281440989185,0
1275646281772339200,-1
1275646281898131456,0
1275646282028154880,0
1275646281956954116,-0.2
1275646282078527490,0
1275646282116317189,-0.15625
1275646282418343937,0
1275646282497961984,0
1275646282569318401,0
1275646282585997315,-0.08333333333333330
1275646282930020353,0.2875
1275646283039027205,0
1275646282921652230,0.05000000000000000
1275646283458453506,0.5
1275646283580088322,-0.5
1275646283596935169,0
1275646283542401025,0
1275646283575934977,0.08285714285714290
1275646283785605121,0.125
1275646283672322048,0
1275646283915710467,-0.3
1275646284125417474,-0.2333333333333330
1275646284448366593,-0.6
1275646284268015619,0
1275646284590977026,0
1275646284716802052,0
1275646284741980160,0.2
1275646284699926531,-0.2
1275646285211713539,0
1275646285320802308,0
1275646285333311489,0.12878787878787900
1275646285274656768,-0.125
1275646285362737157,-0.35000000000000000
1275646285463326720,0
1275646285610209286,0.2
1275646285501136896,-0.1875
1275646285652070406,0
1275646286071504897,-0.13
1275646286251937793,-0.13958333333333300
1275646286377758720,0
1275646286398738433,0.425
1275646286394466306,0
1275646286524567552,0.6
1275646286469959680,0.5
1275646286646124544,0.14375
1275646286683922433,-0.08333333333333330
1275646286725877763,-0.1875
1275646286969126913,0
1275646287094956035,0.2
1275646286532874240,0.041666666666666700
1275646287145295878,-0.08000000000000000
1275646287392759809,0
1275646287640133632,-0.3
1275646287577300993,0
1275646287765999618,0.22727272727272700
1275646287912865792,-0.15000000000000000
1275646287967371264,-0.6
1275646288042889222,-0.08333333333333330
1275646288143548416,-0.03181818181818180
1275646288105742336,-0.46666666666666700
1275646288164511744,0.25
1275646288307118086,0
1275646288323895296,0.19318181818181800
1275646288256794624,0.04545454545454550
1275646288407781376,0.4
1275646288491659264,-0.25000000000000000
1275646288667783173,-0.15000000000000000
1275646288747528192,-0.05555555555555560
1275646288713994241,0.38863636363636400
1275646288768491522,-0.08333333333333330
1275646288760111106,-0.7000000000000000
1275646288860712961,0
1275646288852398083,0
1275646289028530177,0
1275646289091481611,0
1275646289364111365,0.28409090909090900
1275646289234087940,-0.20833333333333300
1275646289355649026,0.21428571428571400
1275646289515032581,0
1275646289443803136,0
1275646289607380992,-0.8000000000000000
1275646289707962371,0.2857142857142860
1275646289699577856,-0.7142857142857140
1275646289791893504,-0.18181818181818200
1275646289754161152,0.07777777777777780
1275646289867407361,-0.25
1275646290010017792,-0.5
1275646290190372866,0.15
1275646290462982145,-0.125
1275646290823692288,0
1275646290861359111,-0.2333333333333330
1275646291155062794,0
1275646291121516544,0
1275646291213680642,0
1275646291243143168,0
1275646291272400899,-0.16666666666666700
1275646291331211269,0
1275646291410849793,0
1275646291410903043,0
1275646291297607683,0
1275646291435978754,-0.14444444444444400
1275646291574480899,0
1275646291696066563,0
1275646291641499655,-0.2777777777777780
1275646291738071041,-0.7142857142857140
1275646291813564422,0
1275646291784208388,-0.08333333333333330
1275646291754745862,0
1275646292165828610,0
1275646292425945089,0
1275646292551663616,0.19989013671875
1275646292702769157,0
1275646292816007168,-0.35714285714285700
1275646293013127168,0
1275646293281472515,0.45
1275646293487112195,0.2785714285714290
1275646293554221056,0
1275646293495382016,0
1275646293994504192,0
1275646294036549632,0
1275646294124609537,0
1275646294363705345,-0.5
1275646294778949634,0
1275646294850183170,0
1275646294858571776,0.1515151515151520
1275646294980284418,0.5
1275646294917341184,0
1275646294971817988,0.2
1275646294963507201,0
1275646294829281280,0
1275646294963490818,-0.10625
1275646295487774720,-0.8000000000000000
1275646295584186369,0.22727272727272700
1275646295512932352,0
1275646295785512961,0.45
1275646295827460096,0.1875
1275646295764598785,0
1275646295865266186,0
1275646295852679171,0
1275646295957540865,0
1275646296284676097,0.25
1275646296234307586,0.2878787878787880
1275646296536334342,-0.25
1275646296540491777,-0.10000000000000000
1275646296620138496,0
1275646296779603969,0
1275646296741814274,0.18333333333333300
1275646297056428033,0
1275646297077354496,0
1275646297182216200,0.05000000000000000
1275646297358454789,0.11875
1275646297417154560,0
1275646297601695749,0.27575757575757600
1275646297693982726,0.13636363636363600
1275646297857560579,0.22727272727272700
1275646297840717825,0
1275646298151100421,0
1275646298214092801,-0.14444444444444400
1275646298092384259,0
1275646298495094784,0
1275646298419539969,0.7
1275646298348191745,0
1275646298465714177,-0.14285714285714300
1275646298507612163,-0.3333333333333330
1275646298423791616,-0.7
1275646298675458049,-0.08333333333333330
1275646298646069248,0
1275646298742575107,0.1
1275646297421291520,0
1275646299048738816,0
1275646299069714432,-0.6
1275646299082231809,1
1275646298922909696,-0.24333333333333300
1275646299413635077,0.1
1275646299845595136,0
1275646299958906883,0
1275646300114034689,0
1275646299992403970,0.1
1275646300202172416,0
1275646300328005635,0
1275646300369887233,0
1275646300516737025,-0.8000000000000000
1275646300537729026,0
1275646300613115908,0
1275646300688695296,0.13636363636363600
1275646301024194566,0
1275646300923576321,0
1275646301133209600,0
1275646300961345536,-0.4
1275646301053554690,0.22727272727272700
1275646301401747456,0.13125
1275646301414264832,0
1275646301384908810,0.7
1275646301603016704,0.25833333333333300
1275646301720530944,0.33
1275646301955383303,-0.04375
1275646302047670279,0.2
1275646301942829063,0
1275646302068576259,-0.019047619047619000
1275646302190215175,-0.050000000000000000
1275646302060191749,0.0625
1275646302228021256,0
1275646302647390211,0
1275646302668414978,-0.07777777777777780
1275646302815125511,-0.6
1275646302064443401,0.1431818181818180
1275646302647443457,0.25
1275646302911639554,0.22727272727272700
1275646302840389632,-0.16666666666666700
1275646302961971203,0.2
1275646303050117120,0
1275646303209435137,-0.08333333333333330
1275646303238852609,0
1275646303515611140,-0.08333333333333330
1275646303310143489,0.13000000000000000
1275646303679152128,0.25
1275646303830245379,-0.1875
1275646303989575682,0
1275646304350343171,0
1275646304572628994,0
1275646304383885313,0
1275646304845287426,0.25
1275646305080168453,0
1275646305352790016,0.35
1275646305495384067,0
1275646305491210244,0.10714285714285700
1275646305566707713,0
1275646305629540352,0
1275646306044829696,-0.125
1275646306011185155,0.04583333333333330
1275646306074099712,0
1275646306162270208,0.018750000000000000
1275646306036453377,0.5
1275646306225184772,0
1275646306267119617,0
1275646306225094656,0
1275646306325848064,0.20000000000000000
1275646306581700609,0.5
1275646306690744320,0.26666666666666700
1275646306476797953,0.2909090909090910
1275646306715947008,-0.6
1275646306682372099,0
1275646306820722696,0
1275646307030401029,0
1275646306917191680,0.1595238095238100
1275646307227635715,0
1275646307231825921,0.55
1275646307269566464,0.5
1275646307529625603,0
1275646307806384131,0
1275646307886120960,0.525
1275646307781292034,0
1275646307953188868,0
1275646307370176512,0.4
1275646307961573378,0
1275646308171350017,0.25
1275646308209000457,0
1275646308250980353,0.03333333333333330
1275646308351606792,0.2
1275646308250984448,0
1275646308234256385,0
1275646308431380480,-0.05416666666666670
1275646308309782529,-0.35714285714285700
1275646308397789184,0
1275646308536258572,0
1275646308695629825,0
1275646308729131008,0.12666666666666700
1275646308913680389,-0.14444444444444400
1275646308964093953,0
1275646309005963266,-0.125
1275646309081456642,-0.6
1275646309144412162,-0.019047619047619000
1275646309157011456,0.25
1275646309328924675,0
1275646309404475392,0.6500000000000000
1275646309043703808,0.4
1275646309437972487,0
1275646309580636163,-0.25
1275646309769371651,-0.13333333333333300
1275646310000078850,0.4
1275646310062919680,0
1275646310083891203,0.2
1275646310230757378,0.35714285714285700
1275646310151004161,0.4
1275646310373343233,0
1275646310708887552,0
1275646310658592775,-0.08636363636363640
1275646310893473792,0
1275646310905974784,-0.15555555555555600
1275646311178612738,0.2857142857142860
1275646311145054208,0
1275646311241519104,0.12121212121212100
1275646311153491968,0
1275646311161872384,0.033333333333333300
1275646311354818563,-0.1833333333333330
1275646311463821319,0
1275646311501627393,0.25
1275646311610617857,0.2
1275646311715483648,0
1275646311749095425,0
1275646311791026176,0.1
1275646311853961218,-0.8
1275646311979790336,0
1275646312143355905,0
1275646312164274177,0
1275646312168521729,0
1275646312575270913,-0.01666666666666670
1275646312642490369,-0.2777777777777780
1275646312638304261,-0.13333333333333300
1275646312617332738,-0.14204545454545500
1275646313309274112,0
1275646313309319168,0.004166666666666650
1275646313363898377,0
1275646313439338498,0
1275646313745571843,0.2952020202020200
1275646313963630595,-0.2333333333333330
1275646313825292288,0.05
1275646314131439616,0
1275646314253033472,0
1275646314274004994,0
1275646314316009472,-0.016666666666666700
1275646314190196736,-0.0625
1275646314303422466,0
1275646314504732674,0.2
1275646314441781249,0
1275646314592813060,0.14285714285714300
1275646314701824000,0.0909090909090909
1275646314735439872,0.14285714285714300
1275646314781564928,0
1275646314894757895,0
1275646314949345289,0
1275646315029057536,0
1275646314966065158,0.26666666666666700
1275646315041624073,0
1275646315037429760,0.2
1275646315075178502,0.4681818181818180
1275646315159060482,-0.1875
1275646315955879946,-0.03181818181818180
1275646315981135873,0.3
1275646315859521539,-0.4
1275646316136345601,0.36363636363636400
1275646316375412737,-1
1275646316341792768,0.25
1275646316434149376,0
1275646316463431682,-0.4
1275646316652179457,0.17222222222222200
1275646316694118400,-0.2
1275646316962603014,-0.14444444444444400
1275646316903882755,-0.0861111111111111
1275646317109424131,0
1275646317218476033,0
1275646317746847747,0
1275646317793030145,0
1275646317931479040,0
1275646318002790401,0
1275646318053076992,0
1275646318438952960,0
1275646318518718466,0
1275646318770360320,-0.5
1275646318862635011,-0.25
1275646318925557763,-0.7
1275646318992596993,0
1275646319135272962,-0.3
1275646319399485442,-0.05000000000000000
1275646319378542597,0
1275646319244296192,-0.10681818181818200
1275646319344922626,0.7
1275646319403696128,0
1275646319634325504,0.2
1275646319735029762,0
1275646319877554181,-0.20476190476190500
1275646320049631232,-0.16666666666666700
1275646320209002503,-0.2333333333333330
1275646320175448065,0
1275646320204812289,0.1
1275646320158674951,-0.1875
1275646320238301184,-0.13333333333333300
1275646320498393089,0
1275646320745820160,0
1275646320641015811,0
