Id,Sentiment,Tweet
1240727808005079041,0.116071428571429,
1240727808340414464,-0.05,"RT @RedTRaccoon: You can no longer defend this.

Make up any excuse or reasoning you want, it's intentional and it's racist."
1240727808629813248,-0.714285714285714,RT @nicolebyer: Everyone in this looks sick
1240727808617230336,0.7,"RT @RealSaavedra: Good.

It came from China."
1240727808726482944,0.0,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again
1240727808705466370,0.0,
1240727808495812608,0.216666666666667,Pretty much any corona virus germ that wants to or has entered my body these passed hours are all being bodied by t… https://t.co/SmblmqJqxw
1240727808869097472,-0.2,RT @FernandoAmandi: China’s irresponsible and criminal behavior in the wake of COVID-19 will leave it in its weakest global position in mem…
1240727809225441280,0.0,
1240727809074569225,-0.65,"RT @MySportsUpdate: #Rams are also releasing veteran LB Clay Matthews, per @MikeGarafolo."
1240727809300901888,0.0,
1240727809477054464,0.0,RT @MarleeMatlin: Pls RT. Dear @WhiteHouse news &amp; press conferences around the country during this Corona Virus Emergency have  sign langua…
1240727809581973504,-0.5,RT @RealbosstalkDt: Lets start a resource thread for loans and grants for small businesses affected by corona. We'll start: (PLEASE SHARE)…
1240727809515040768,-0.352857142857143,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
1240727809556914176,0.0,
1240727809670164486,-0.78,
1240727810060279816,0.0,
1240727810249043969,0.0,
1240727810475470848,0.3,"@citizentvkenya But are these measures enough? I don't think so. 120 bed capacity,not good. How about the whole fac… https://t.co/wGXx4bMW8a"
1240727810525839362,0.0,
1240727810441953286,-0.0625,
1240727810605551617,0.6,
1240727810567737345,0.0,
1240727811024969728,0.2,
1240727810982936577,0.0,
1240727811012395008,-0.714285714285714,RT @nicolebyer: Everyone in this looks sick
1240727811255656448,0.0,
1240727811377131521,0.0,
1240727811259805699,0.0,
1240727811301806081,0.0,
1240727811536465920,0.5,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…"
1240727811624554497,-0.5,
1240727811612180481,0.0,
1240727811796721671,0.5,
1240727811884748800,0.0,"RT @everywhereist: If he wasn't so vain as to eschew wearing the glasses he OBVIOUSLY needs, the font wouldn't be so big, and we wouldn't h…"
1240727812149063681,0.025,
1240727812610437120,0.0,RT @LiILevi: The only man who can save us from corona virus https://t.co/Qoc1QhVYm5
1240727812887195648,0.0,RT @A_Men12: Somebody check on this mans cte
1240727812891447297,0.2,
1240727813008666624,-0.566666666666667,RT @askjillian: Disgusting. But let’s clutch our pearls bc @RickWilson’s riff on #bebest These ppl are actively killing Americans.
1240727813088522242,0.0,
1240727813713428484,0.0,
1240727813541560322,0.0,
1240727813851885570,-0.1625,RT @shookytwts: only armys can go “OMG THIRD BEST SELLING ALBUM WW!!!!” Then “.... Wait. Third best selling album ww 🤨?”
1240727813642235904,-0.0222222222222222,
1240727813923233792,-0.35,RT @pattonoswalt: this incompetent racist asshole
1240727814573359110,-0.1,
1240727814640406534,0.0,@clara_fig04 linda
1240727814908805120,0.136363636363636,
1240727815311495171,-0.125,
1240727815252774913,-0.5,
1240727815592521730,0.0,
1240727815668011008,0.0,
1240727815659630598,0.0,"@dinosaurspice Sigh,,rip,,"
1240727815877578752,-0.1625,
1240727816024387584,0.0,"RT @AndersFoghR: We must bring Taiwan fully into the @WHO now. 

To date, Taiwan has around 100 cases of #COVID2019 despite its proximity t…"
1240727816016199680,-0.041666666666666700,"RT @Shehzad_Ind: Lakhs of daily wagers - domestic help, carpenters,cleaners, plumbers,spot boys on sets,etc will lose livelihood due to soc…"
1240727816163012608,0.0,"RT @joncoopertweets: “If I get corona, I get corona,” said one Ohio student on spring break in Florida. “At the end of the day, I’m not gon…"
1240727816196497414,0.0,
1240727816448212999,0.0,
1240727816422989824,-0.05,"RT @RedTRaccoon: You can no longer defend this.

Make up any excuse or reasoning you want, it's intentional and it's racist. https://t.co/M…"
1240727816393469952,0.5,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…"
1240727816423051272,0.5,
1240727816619974656,0.136363636363636,"RT @yagirlren: BREAKING‼️‼️‼️
a new symptom of the corona virus was just discovered. It’s called PJP which translates to Phat. Juicy. Pussy…"
1240727816511111168,0.0,RT @ed_solomon: This is repugnant
1240727816934764544,0.0,
1240727816922112000,0.0,
1240727816896995329,-0.352857142857143,
1240727817458835457,0.0875,"RT @CleanMy_Sprite: Day 3 of the quarantine, away from my friends 

Me: https://t.co/bYsnv7fEAq"
1240727817572306944,0.0,RT @1DJFirstClass: Me &amp; My Niggas Walking In The Club After The Corona Epidemic End https://t.co/UvCiTK51uG
1240727817555447808,0.416666666666667,"RT @iam_erhnehst: Everything was fine in the world until Liverpool decided to take the premier league title 😩💔😂
Kobe died😩
World war 3
Coro…"
1240727817626750977,0.0,
1240727817836519427,0.0,
1240727817790337025,-0.357142857142857,
1240727817765171202,-0.15,
1240727817849114624,0.0,"@JahmalUsen What's the problem?
What are you going through? 
You can talk to me. 
You can't commit suicide in this… https://t.co/orSyqMy1Fv"
1240727818755100673,0.4,
1240727818675331074,-0.5,
1240727818826215424,-0.5,RT @LetsWeeb: Weebs be sitting at home tweeting about the corona but watch anime on illegal sites. Mfs worried about the wrong virus
1240727818880745472,-0.7,"RT @PatPenn2: 🚨Bill Hemmer,on Fox,just had a Doctor on that said Corona can be stopped within 2 weeks with Chloroquine.Hemmer was shocked &amp;…"
1240727819119968256,0.357142857142857,RT @chandlerriggs: here’s a deleted scene from TWD’s special on corona virus https://t.co/qGuSfyjpK5
1240727819094802433,0.0,
1240727819300323329,-0.352857142857143,
1240727819270979591,0.25,
1240727819472297987,-0.133333333333333,
1240727819782520832,0.0,
1240727819837202439,0.0,
1240727820126560256,-0.1625,
1240727820155920387,0.5,
1240727820332138502,0.0,
1240727820499812352,-0.352857142857143,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
1240727820684361736,0.666666666666667,
1240727820629946368,0.0,
1240727820713766916,-0.0625,"RT @CanalesRMCF: Cómo explicarte lo que es la vida, si no sabes qué es el Real Madrid.

https://t.co/n5F6Hfif5B"
1240727820940251141,-0.166666666666667,
1240727821028405249,0.35,
1240727821497982977,0.0,
1240727821414273027,-0.0625,
1240727821661556736,0.5,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…"
1240727821737029632,0.0,"RT @mvmeet: Liberals, seculars, feminists &amp; Congress were shouting that China handled Corona well, but not Modi govt

They never say that I…"
1240862157266272257,0.025,
1240862157924859904,-0.166666666666667,RT @Olwee: They wanna make corona a black thing but ayifuni.
1240862157992079360,-0.333333333333333,RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…
1240862158130253825,0.2,
1240862158466023430,0.366666666666667,
1240862158646210560,-0.3125,
1240862158847705089,0.5,
1240862158721675266,0.0,
1240862158822477824,0.0,RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ
1240862158956695552,0.625,"Corona Virus in NJ,CT,CA,NY most threatened! https://t.co/pdzqtvON5V"
1240862159078187008,-0.1625,
1240862159145447424,0.0,
1240862159212433408,-0.5,RT @goodbeanaltalt: holy shit I hate every person in this video
1240862159506231296,0.0,
1240862159573258240,0.0,RT @kifayat4pak: Even the tertiary care hospital of KP has not equipped to admit this patient having corona symptoms. @Jhagra @SaleemKhanSa…
1240862159791325189,0.4,
1240862159933857793,0.0,
1240862160550416385,0.311111111111111,
1240862161137737731,0.0,
1240862160944652288,0.2,
1240862161313779713,-0.1,
1240862161653694465,0.0,
1240862161821413378,0.2,@monicaheisey It’s a tie between the pizza while seeing your mothers accidental murderer or those mashed potatoes b… https://t.co/kHtIEAfjZL
1240862161888514049,0.0,
1240862161896738816,0.7,"RT @avocadovsz: corona or no corona, staying away from people is always a good idea."
1240862161997631488,0.0,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again
1240862162081349632,0.15,
1240862162161147904,0.0,RT @T_Rova_Official: if corona virus was an actual person. https://t.co/3nZkqcuiqH
1240862162513518592,0.0,
1240862162584813569,0.0,
1240862162949533696,0.0,"RT @YourMusicWhore: “I can’t believe The Weeknd is dropping a solo album tonight, same way I can’t believe I dropped you so low you couldn’…"
1240862163083743232,-0.1625,
1240862163276828674,0.5,
1240862163176050688,0.0,"RT @CBSNews: “If I get corona, I get corona. At the end of the day, I'm not gonna let it stop me from partying”: Spring breakers are still…"
1240862163469656071,-0.333333333333333,
1240862163511570432,0.0,
1240862163541123074,-0.333333333333333,Da outra vez só recebi um mês depois... Dessa vez as contas não podem esperar e eu não tenho grana reserva
1240862163964575749,0.227272727272727,
1240862164182679553,0.32,
1240862164354617344,0.0,RT @itscesaryo: celebrities making singing videos as corona virus now tops over 230k cases worldwide  https://t.co/HPVjPn2fso
1240862165105401862,0.285714285714286,
1240862165260627968,-0.109259259259259,If the corona virus doesn't slow down in the next few weeks I'm going to physically feel all 287 days pass by in th… https://t.co/Ol1I7rHrX5
1240862165827039232,-0.4,
1240862165738930176,-0.3,RT @Tshi_Nakanyane: Corona virus has definitely been there. What we experience oftenas a common cold is often caused by corona virus or oth…
1240862165973819392,-0.4,"RT @daniela_florezz: This corona virus reminds me of my ex, tryna fuck with everyone"
1240862166040875009,0.5,
1240862166359707651,0.0,
1240862166623739907,-0.1625,
1240862166644740096,-0.352857142857143,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
1240862167148175361,-1.0,
1240862167345164289,-0.215909090909091,
1240862167542292480,0.5,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…"
1240862167588646913,0.0,
1240862167995305984,0.0,RT @nmwdesign: Diane Abbott has called for the BBC to stop filming casualty and holby city so the staff can help out with the corona virus…
1240862168008056832,-0.6,RT @TheLifeOfNayy: Y’all dirty mfs brought corona home from Miami &amp; now it’s increased by 88% in 48HRS ....
1240862168234500097,0.0,
1240862168326656001,0.2,
1240862168372793345,-1.0,
1240862168632836096,0.0,"RT @sardesairajdeep: As the PM prepares to interact with state CMs, the one state he and others may wish to hold up as a exemplar in fight…"
1240862168624410624,0.0,RT @MAXMusic: CORONA BEAT CHALLENGE https://t.co/pPrOM06MmB
1240862169052450816,-0.625,"@PaulDoroshenko @CodieneC We made 3 sheppards pies yesterday, ate one, froze two. 

My girls made some random tikto… https://t.co/GPp5jO9w5j"
