,Id,Sentiment,Tweet
0,1251368489463345152,1.0,"Which is best Test,ODI,T20 https://t.co/3EfOqaUtaG"
1,1251368489803112448,0.0,"@DrJawahars @DrHarjitBhatti @hemantrajora_ @DrRebellious @docvjg A white paper needs to be published post corona, w… https://t.co/xLeQIqM6zB"
2,1251368494727340032,0.0,@gina_din @KenyaAirways @JaneMarriottFCO @MOH_Kenya @DDrnjenga They using our dream liner to carry cabbages????Corona you must be defeated
3,1251368496199618560,0.0,
4,1251368497365409793,0.0,
5,1251368498325893122,0.0,
6,1251368498594410496,0.0,Who is your inspiration?@ashwinravi99 #askash https://t.co/ksxltSffsP
7,1251368498808475650,0.0,
8,1251368501010264064,0.0,@SmollPinkCurl Corona virus after going to that party https://t.co/YxruSxLV4j
9,1251368501366845440,0.227272727272727,"@drharshvardhan 
The ICMR should look into the history of smoking as a risk for corona virus infection among the po… https://t.co/wgVy1BApNJ"
10,1251368503082287106,0.2,
11,1251368503371796480,-0.375,@ABC I feel like people gonna start saying that the corona virus is a racist disease or sum dumb 😂💀
12,1251368503589863428,0.075,
13,1251368504491511810,0.0,RT @mula0114: これは友人の誕生日祝いに描いた智絵里☘ https://t.co/tPPjV0tZr9
14,1251368504743215104,0.0,RT @ABHIJIT_LS: What Corona is to World is Republic TV to India 😀
15,1251368506458877960,0.0,
16,1251368508354490368,-0.25,"#India Fights corona
#stay at home
#lockdown 
#SocialDistancing
Small video by me
Hope u like 

https://t.co/hGL6i1rsN7"
17,1251368508983820289,0.5,
18,1251368509378121728,-0.5,RT @mvmeet: Quiz Time: Who is that journalist who had issued an unconditional apology to an IPS officer in November 2019 for spreading fake…
19,1251368510225342464,0.6,RT @GeorgiaLogCabin: Ebola drug seems to be effective against corona virus https://t.co/1RlDYepytK
20,1251368510527176704,-0.05,"Wrong question @ReallySwara 

Que is why the organisers didn’t cancel the event?

Unlike others in the list, your f… https://t.co/6c6HCIklTe"
21,1251368511424823297,-0.133333333333333,
22,1251368511739359234,0.0,
23,1251368512762728450,0.0681818181818182,
24,1251368512859238400,0.0,
25,1251368514289459200,0.0,
26,1251368515069710336,0.0,"RT @ablmir2: Since Corona started spreading in Pakistan, paid resistance was continuously targeting the government and were building a narr…"
27,1251368515736449024,0.0,@TruthHammer888 Yeah guess they need those baby fetus for the making of the corona vaccine.
28,1251368516218912771,0.0,
29,1251368518462795777,0.5,
30,1251368518848638976,0.0324675324675325,
31,1251368519159230464,0.0,
32,1251368519561691136,0.0,RT @piercespears: THE QUEEN OF BROOKLYN HAD CORONA NOOOOO https://t.co/IgVhLs98Je
33,1251368519758942209,-0.4,
34,1251368519905628160,0.5,"RT @DonaldJTrumpJr: If you like Corona in your country, you’ll love Huawei in your home. 

UK moves to drop Huawei as 5G vendor China trans…"
