,Id,Sentiment,Tweet
1,1240727808340414464,-0.05,"RT @RedTRaccoon: You can no longer defend this.

Make up any excuse or reasoning you want, it's intentional and it's racist."
2,1240727808629813248,-0.714285714285714,RT @nicolebyer: Everyone in this looks sick
3,1240727808617230336,0.7,"RT @RealSaavedra: Good.

It came from China."
4,1240727808726482944,0.0,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again
5,1240727808705466370,0.0,
6,1240727808495812608,0.216666666666667,Pretty much any corona virus germ that wants to or has entered my body these passed hours are all being bodied by t… https://t.co/SmblmqJqxw
7,1240727808869097472,-0.2,RT @FernandoAmandi: China’s irresponsible and criminal behavior in the wake of COVID-19 will leave it in its weakest global position in mem…
8,1240727809225441280,0.0,
9,1240727809074569225,-0.65,"RT @MySportsUpdate: #Rams are also releasing veteran LB Clay Matthews, per @MikeGarafolo."
10,1240727809300901888,0.0,
11,1240727809477054464,0.0,RT @MarleeMatlin: Pls RT. Dear @WhiteHouse news &amp; press conferences around the country during this Corona Virus Emergency have  sign langua…
12,1240727809581973504,-0.5,RT @RealbosstalkDt: Lets start a resource thread for loans and grants for small businesses affected by corona. We'll start: (PLEASE SHARE)…
13,1240727809515040768,-0.352857142857143,"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…"
14,1240727809556914176,0.0,RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again
15,1240727809670164486,-0.78,
16,1240727810060279816,0.0,
17,1240727810249043969,0.0,
18,1240727810475470848,0.3,"@citizentvkenya But are these measures enough? I don't think so. 120 bed capacity,not good. How about the whole fac… https://t.co/wGXx4bMW8a"
19,1240727810525839362,0.0,
20,1240727810441953286,-0.0625,
21,1240727810605551617,0.6,
22,1240727810567737345,0.0,
23,1240727811024969728,0.2,
24,1240727810982936577,0.0,
25,1240727811012395008,-0.714285714285714,RT @nicolebyer: Everyone in this looks sick
26,1240727811255656448,0.0,
27,1240727811377131521,0.0,
28,1240727811259805699,0.0,
29,1240727811301806081,0.0,
30,1240727811536465920,0.5,"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…"
31,1240727811624554497,-0.5,
32,1240727811612180481,0.0,
33,1240727811796721671,0.5,
34,1240727811884748800,0.0,"RT @everywhereist: If he wasn't so vain as to eschew wearing the glasses he OBVIOUSLY needs, the font wouldn't be so big, and we wouldn't h…"
35,1240727812149063681,0.025,
36,1240727812610437120,0.0,RT @LiILevi: The only man who can save us from corona virus https://t.co/Qoc1QhVYm5
37,1240727812887195648,0.0,RT @A_Men12: Somebody check on this mans cte
38,1240727812891447297,0.2,
39,1240727813008666624,-0.566666666666667,RT @askjillian: Disgusting. But let’s clutch our pearls bc @RickWilson’s riff on #bebest These ppl are actively killing Americans.
40,1240727813088522242,0.0,
41,1240727813713428484,0.0,
42,1240727813541560322,0.0,
43,1240727813851885570,-0.1625,RT @shookytwts: only armys can go “OMG THIRD BEST SELLING ALBUM WW!!!!” Then “.... Wait. Third best selling album ww 🤨?”
44,1240727813642235904,-0.0222222222222222,
45,1240727813923233792,-0.35,RT @pattonoswalt: this incompetent racist asshole
46,1240727814573359110,-0.1,
47,1240727814640406534,0.0,@clara_fig04 linda
48,1240727814908805120,0.136363636363636,
